name,slug,area_name,address,nearest_station,description,website_url,source_url,prefecture,city,google_place_id,is_approved,is_active
浦安市文化会館,浦安市文化会館,浦安市,千葉県浦安市猫実1-1-2,,,https://www.urayasu-zaidan.or.jp/urayasu-bunka/,https://www.zenkoubun.jp/search/hall_0120420.html,千葉県,浦安市,,true,true
浦安市民プラザ(Wave101),浦安市民プラザ-wave101,浦安市,千葉県浦安市入船1丁目4-1 イオン新浦安ショッピングセンター4F,,,https://www.urayasu-zaidan.or.jp/wave101/index.html,https://www.zenkoubun.jp/search/hall_0120427.html,千葉県,浦安市,,true,true
浦安音楽ホール(J:COM浦安音楽ホール),浦安音楽ホール-j-com浦安音楽ホール,浦安市,千葉県浦安市入船一丁目6番1号,,,https://www.urayasu-concerthall.jp/,https://www.zenkoubun.jp/search/hall_0122601.html,千葉県,浦安市,,true,true
白井市文化会館(なし坊ホール(大ホール)、かおりホール(中ホール)),白井市文化会館-なし坊ホール-大ホール-かおりホール-中ホール,白井市,千葉県白井市復1148-8,,,https://www.city.shiroi.chiba.jp/manabu/bunka/b02/index.html,https://www.zenkoubun.jp/search/hall_0120434.html,千葉県,白井市,,true,true
船橋市民文化ホール,船橋市民文化ホール,船橋市,千葉県船橋市本町2-2-5,,,http://www.city.funabashi.lg.jp/shisetsu/bunka/0001/0001/0001/p011077.html,https://www.zenkoubun.jp/search/hall_0120412.html,千葉県,船橋市,,true,true
船橋市民文化創造館(きららホール),船橋市民文化創造館-きららホール,船橋市,千葉県船橋市本町1-3-1 フェイスビル6階,,,http://www.city.funabashi.lg.jp/shisetsu/bunka/0001/0002/0001/p011078.html,https://www.zenkoubun.jp/search/hall_0122522.html,千葉県,船橋市,,true,true
袖ケ浦市民会館,袖ケ浦市民会館,袖ケ浦市,千葉県袖ケ浦市坂戸市場1566,,,https://www.city.sodegaura.lg.jp/soshiki/shiminkaikan/,https://www.zenkoubun.jp/search/hall_0120424.html,千葉県,袖ケ浦市,,true,true
鎌ケ谷市きらりホール,鎌ケ谷市きらりホール,鎌ケ谷市,千葉県鎌ケ谷市富岡1-1-3,,,https://kamagaya-kirarihall.jp/,https://www.zenkoubun.jp/search/hall_0122524.html,千葉県,鎌ケ谷市,,true,true
青葉の森公園芸術文化ホール,青葉の森公園芸術文化ホール,千葉市,千葉県千葉市中央区青葉町977-1,,,https://www.cbs.or.jp/aoba/,https://www.zenkoubun.jp/search/hall_0120408.html,千葉県,千葉市,,true,true
香取市佐原文化会館,香取市佐原文化会館,香取市,千葉県香取市佐原イ211,,,https://www.city.katori.lg.jp/shisetsu/bunka_kanko/bunka_koumin_tosyo/index.html,https://www.zenkoubun.jp/search/hall_0120418.html,千葉県,香取市,,true,true
さいたま市地域中核施設プラザイースト,さいたま市地域中核施設プラザイースト,さいたま市,埼玉県さいたま市緑区中尾1440-8,,,https://saitama-culture.jp/plazaeast/,https://www.zenkoubun.jp/search/hall_0110392.html,埼玉県,さいたま市,,true,true
さいたま市地域中核施設プラザノース,さいたま市地域中核施設プラザノース,さいたま市,埼玉県さいたま市北区宮原町1丁目852番地1,,,http://www.plazanorth.jp/,https://www.zenkoubun.jp/search/hall_0112669.html,埼玉県,さいたま市,,true,true
さいたま市文化センター,さいたま市文化センター,さいたま市,埼玉県さいたま市南区根岸1-7-1,,,https://saitama-culture.jp/culturecenter/,https://www.zenkoubun.jp/search/hall_0110353.html,埼玉県,さいたま市,,true,true
さいたま市東大宮コミュニティセンター(東大宮コミセン),さいたま市東大宮コミュニティセンター-東大宮コミセン,さいたま市,埼玉県さいたま市見沼区東大宮4-31-1,,,https://saitama-culture.jp/higashiomiya-com/,https://www.zenkoubun.jp/search/hall_0112580.html,埼玉県,さいたま市,,true,true
さいたま市民会館いわつき,さいたま市民会館いわつき,さいたま市,埼玉県さいたま市岩槻区太田3-1-1,,,http://www.saitama-culture.jp/iwatsuki/,https://www.zenkoubun.jp/search/hall_0110361.html,埼玉県,さいたま市,,true,true
さいたま市民会館おおみや(RaiBoC Hall),さいたま市民会館おおみや-raiboc-hall,さいたま市,埼玉県さいたま市大宮区大門町2-118大宮門街4-8F,,,https://saitama-culture.jp/raibochall/,https://www.zenkoubun.jp/search/hall_0110355.html,埼玉県,さいたま市,,true,true
ときがわ町文化センター(アスピアたまがわ),ときがわ町文化センター-アスピアたまがわ,比企郡ときがわ町,埼玉県比企郡ときがわ町玉川2510,,,https://www.town.tokigawa.lg.jp/forms/info/info.aspx?info_id=12300,https://www.zenkoubun.jp/search/hall_0110387.html,埼玉県,比企郡ときがわ町,,true,true
ふじみ野ステラ・イースト,ふじみ野ステラ-イースト,ふじみ野市,埼玉県ふじみ野市福岡1丁目1-8,,,https://www.city.fujimino.saitama.jp/soshikiichiran/bunka_sportsshinkoka/bunkashinkogakari/stella_east/7892.html,https://www.zenkoubun.jp/search/hall_0111471.html,埼玉県,ふじみ野市,,true,true
三芳町文化会館(コピスみよし),三芳町文化会館-コピスみよし,入間郡三芳町,埼玉県入間郡三芳町藤久保1100-1,,,https://www.miyoshi-culture.jp/,https://www.zenkoubun.jp/search/hall_0112103.html,埼玉県,入間郡三芳町,,true,true
三郷市文化会館,三郷市文化会館,三郷市,埼玉県三郷市早稲田5-4-1,,,https://www.misato-hall.com/bunka/,https://www.zenkoubun.jp/search/hall_0110375.html,埼玉県,三郷市,,true,true
上尾市文化センター,上尾市文化センター,上尾市,埼玉県上尾市二ツ宮750,,,http://ageo-ccc.jp/,https://www.zenkoubun.jp/search/hall_0111462.html,埼玉県,上尾市,,true,true
上里町総合文化センター(ワープ上里),上里町総合文化センター-ワープ上里,児玉郡上里町,埼玉県児玉郡上里町七本木71-1,,,https://warp-kamisato.jp/,https://www.zenkoubun.jp/search/hall_0110388.html,埼玉県,児玉郡上里町,,true,true
久喜市菖蒲文化会館(アミーゴ),久喜市菖蒲文化会館-アミーゴ,久喜市,埼玉県久喜市菖蒲町菖蒲85-1,,,https://www.kuki-bunka.jp/amigo/,https://www.zenkoubun.jp/search/hall_0112537.html,埼玉県,久喜市,,true,true
久喜総合文化会館,久喜総合文化会館,久喜市,埼玉県久喜市下早見140,,,https://www.kuki-bunka.jp/,https://www.zenkoubun.jp/search/hall_0110372.html,埼玉県,久喜市,,true,true
八潮市民文化会館・八潮市勤労福祉センター(八潮メセナ),八潮市民文化会館-八潮市勤労福祉センター-八潮メセナ,八潮市,埼玉県八潮市中央1-10-1,,,https://www.city.yashio.lg.jp/,https://www.zenkoubun.jp/search/hall_0110374.html,埼玉県,八潮市,,true,true
吉見町民会館(フレサよしみ),吉見町民会館-フレサよしみ,比企郡吉見町,埼玉県比企郡吉見町大字中新井508番地,,,http://www.town.yoshimi.saitama.jp,https://www.zenkoubun.jp/search/hall_0112246.html,埼玉県,比企郡吉見町,,true,true
埼玉会館,埼玉会館,さいたま市,埼玉県さいたま市浦和区高砂3-1-4,,,https://www.saf.or.jp/saitama/,https://www.zenkoubun.jp/search/hall_0110334.html,埼玉県,さいたま市,,true,true
埼玉県産業文化センター(ソニックシティ),埼玉県産業文化センター-ソニックシティ,さいたま市,埼玉県さいたま市大宮区桜木町1-7-2,,,https://www.sonic-city.or.jp/,https://www.zenkoubun.jp/search/hall_0110340.html,埼玉県,さいたま市,,true,true
埼玉県西部地域振興ふれあい拠点施設 川越市文化芸術振興・市民活動拠点施設(ウェスタ川越),埼玉県西部地域振興ふれあい拠点施設-川越市文化芸術振興-市民活動拠点施設-ウェスタ川越,川越市,埼玉県川越市新宿町1-17-17,,,https://www.westa-kawagoe.jp/,https://www.zenkoubun.jp/search/hall_0112566.html,埼玉県,川越市,,true,true
富士見市民文化会館キラリふじみ(キラリ☆ふじみ),富士見市民文化会館キラリふじみ-キラリ-ふじみ,富士見市,埼玉県富士見市大字鶴馬1803-1,,,https://www.kirari-fujimi.com,https://www.zenkoubun.jp/search/hall_0112139.html,埼玉県,富士見市,,true,true
川口市立南平文化会館,川口市立南平文化会館,川口市,埼玉県川口市元郷6丁目14-1,,,https://www.city.kawaguchi.lg.jp/soshiki/04010/020/8/33/index.html,https://www.zenkoubun.jp/search/hall_0111468.html,埼玉県,川口市,,true,true
川口総合文化センター(リリア),川口総合文化センター-リリア,川口市,埼玉県川口市川口3-1-1,,,http://www.lilia.or.jp,https://www.zenkoubun.jp/search/hall_0110351.html,埼玉県,川口市,,true,true
川越南文化会館(ジョイフル),川越南文化会館-ジョイフル,川越市,埼玉県川越市大字今福1295-2,,,https://www.kfp.or.jp/,https://www.zenkoubun.jp/search/hall_0110394.html,埼玉県,川越市,,true,true
庄和市民センター正風館(ふれあい60センター正風館),庄和市民センター正風館-ふれあい60センター正風館,春日部市,埼玉県春日部市大衾307-1,,,https://www.city.kasukabe.lg.jp/benrinavi/shisetsuannai/categorykarasagasu/7/10616.html,https://www.zenkoubun.jp/search/hall_0110379.html,埼玉県,春日部市,,true,true
彩の国さいたま芸術劇場,彩の国さいたま芸術劇場,さいたま市,埼玉県さいたま市中央区上峰3-15-1,,,https://www.saf.or.jp/arthall/,https://www.zenkoubun.jp/search/hall_0110381.html,埼玉県,さいたま市,,true,true
戸田市文化会館,戸田市文化会館,戸田市,埼玉県戸田市上戸田4丁目8-1,,,https://toda-zaidan.org/bunkakaikan/,https://www.zenkoubun.jp/search/hall_0110369.html,埼玉県,戸田市,,true,true
所沢市民文化センター(ミューズ),所沢市民文化センター-ミューズ,所沢市,埼玉県所沢市並木1-9-1,,,https://www.muse-tokorozawa.or.jp/,https://www.zenkoubun.jp/search/hall_0110359.html,埼玉県,所沢市,,true,true
新座市民会館,新座市民会館,新座市,埼玉県新座市野火止1-1-2,,,http://www.niiza-kaikan.jp/,https://www.zenkoubun.jp/search/hall_0111469.html,埼玉県,新座市,,true,true
日高市文化体育館(ひだかアリーナ),日高市文化体育館-ひだかアリーナ,日高市,埼玉県日高市大字南平沢1010番地,,,https://www.city.hidaka.lg.jp/soshiki/kyoiku/shogaigakushu/shiminsupotsu/supotsu/1602.html,https://www.zenkoubun.jp/search/hall_0112190.html,埼玉県,日高市,,true,true
春日部市民文化会館(正和工業にじいろホール),春日部市民文化会館-正和工業にじいろホール,春日部市,埼玉県春日部市粕壁東2-8-61,,,https://www.city.kasukabe.lg.jp/benrinavi/shisetsuannai/categorykarasagasu/3/11156.html,https://www.zenkoubun.jp/search/hall_0110362.html,埼玉県,春日部市,,true,true
朝霞市民会館(ゆめぱれす),朝霞市民会館-ゆめぱれす,朝霞市,埼玉県朝霞市本町1丁目26-1,,,https://absk.or.jp/information/yumepalace/,https://www.zenkoubun.jp/search/hall_0110384.html,埼玉県,朝霞市,,true,true
東松山市民文化センター,東松山市民文化センター,東松山市,埼玉県東松山市六軒町5-2,,,http://theater.pac.or.jp/,https://www.zenkoubun.jp/search/hall_0110344.html,埼玉県,東松山市,,true,true
桶川市民ホール(響の森 桶川市民ホール),桶川市民ホール-響の森-桶川市民ホール,桶川市,埼玉県桶川市若宮1丁目5-9,,,https://www.okegawa-hall.jp/,https://www.zenkoubun.jp/search/hall_0110390.html,埼玉県,桶川市,,true,true
毛呂山町福祉会館(ウィズもろやま),毛呂山町福祉会館-ウィズもろやま,入間郡毛呂山町,埼玉県入間郡毛呂山町岩井西5-16-1,,,https://moroyama-fukushikaikan.com/,https://www.zenkoubun.jp/search/hall_0110376.html,埼玉県,入間郡毛呂山町,,true,true
深谷市民文化会館,深谷市民文化会館,深谷市,埼玉県深谷市本住町17-1,,,http://city-fukayakousha.com/bunka/,https://www.zenkoubun.jp/search/hall_0110365.html,埼玉県,深谷市,,true,true
熊谷市立江南総合文化会館(ピピア),熊谷市立江南総合文化会館-ピピア,熊谷市,埼玉県熊谷市千代325-1,,,http://www.city.kumagaya.lg.jp/shisetsu/bunka/konan_pipia.html,https://www.zenkoubun.jp/search/hall_0110391.html,埼玉県,熊谷市,,true,true
熊谷文化創造館(さくらめいと),熊谷文化創造館-さくらめいと,熊谷市,埼玉県熊谷市拾六間111-1,,,http://www.sakuramate.jp/,https://www.zenkoubun.jp/search/hall_0110393.html,埼玉県,熊谷市,,true,true
狭山市市民会館,狭山市市民会館,狭山市,埼玉県狭山市入間川2-33-1,,,http://www.sayama-kaikan.jp/,https://www.zenkoubun.jp/search/hall_0110363.html,埼玉県,狭山市,,true,true
秩父宮記念市民会館,秩父宮記念市民会館,秩父市,埼玉県秩父市熊木町8番15号,,,https://ccbhall.saitama.jp/,https://www.zenkoubun.jp/search/hall_0112615.html,埼玉県,秩父市,,true,true
美里町遺跡の森館,美里町遺跡の森館,児玉郡美里町,埼玉県児玉郡美里町大字木部574,,,https://www.town.saitama-misato.lg.jp/,https://www.zenkoubun.jp/search/hall_0110398.html,埼玉県,児玉郡美里町,,true,true
羽生市産業文化ホール,羽生市産業文化ホール,羽生市,埼玉県羽生市大字下羽生876,,,https://www.hanyu-bunka.jp/,https://www.zenkoubun.jp/search/hall_0110364.html,埼玉県,羽生市,,true,true
草加市文化会館,草加市文化会館,草加市,埼玉県草加市松江1-1-5,,,https://soka-bunka.jp/,https://www.zenkoubun.jp/search/hall_0110342.html,埼玉県,草加市,,true,true
蓮田市総合文化会館(ハストピア),蓮田市総合文化会館-ハストピア,蓮田市,埼玉県蓮田市大字閏戸2343番地2,,,http://www.hasudacity.jp/hasutopia/,https://www.zenkoubun.jp/search/hall_0112549.html,埼玉県,蓮田市,,true,true
蕨市民会館(コンクレレホール),蕨市民会館-コンクレレホール,蕨市,埼玉県蕨市中央4-21-29,,,http://warabi-fmpc.or.jp/wch/,https://www.zenkoubun.jp/search/hall_0110368.html,埼玉県,蕨市,,true,true
越谷コミュニティセンター(サンシティホール),越谷コミュニティセンター-サンシティホール,越谷市,埼玉県越谷市南越谷1丁目2876-1,,,https://suncityhall.jp,https://www.zenkoubun.jp/search/hall_0110367.html,埼玉県,越谷市,,true,true
飯能市市民会館,飯能市市民会館,飯能市,埼玉県飯能市飯能226-2,,,https://www.city.hanno.lg.jp/kanko_bunka_sports/hall/index.html,https://www.zenkoubun.jp/search/hall_0110358.html,埼玉県,飯能市,,true,true
鴻巣市文化センター(クレアこうのす),鴻巣市文化センター-クレアこうのす,鴻巣市,埼玉県鴻巣市中央29-1,,,https://clea-konosu.com/,https://www.zenkoubun.jp/search/hall_0110396.html,埼玉県,鴻巣市,,true,true
鶴ヶ島市女性センター(ハーモニー),鶴ヶ島市女性センター-ハーモニー,鶴ヶ島市,埼玉県鶴ヶ島市脚折1922-7,,,http://www.city.tsurugashima.lg.jp/page/page000338.html,https://www.zenkoubun.jp/search/hall_0112434.html,埼玉県,鶴ヶ島市,,true,true
APOCシアター,apocシアター,世田谷区,東京都世田谷区桜丘5-47-4,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
Absolute Blue/アブソルートブルー,absolute-blue-アブソルートブルー,豊島区,東京都豊島区西池袋1-15-6 豊島会館B2F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,豊島区,,true,true
B.Y.G,b-y-g,渋谷区,東京都渋谷区 道玄坂 2-19-14,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
BAR COREDO〔EVENT SPACE COREDO〕,bar-coredo-event-space-coredo,港区,東京都港区赤坂9-6-41 乃木坂ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,港区,,true,true
BUZZ LIVE 渋谷,buzz-live-渋谷,渋谷区,東京都渋谷区神南１丁目１５−３ B1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
Black and Blue,black-and-blue,武蔵野市,東京都武蔵野市吉祥寺本町1-24-5 ライトビル3Ｆ,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,武蔵野市,,true,true
BumB 東京スポーツ文化館〔マルチホール〕,bumb-東京スポーツ文化館-マルチホール,江東区,東京都江東区夢の島2-1-3,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,江東区,,true,true
Bunkamura 〔Bunkamuraオーチャードホール〕,bunkamura-bunkamuraオーチャードホール,渋谷区,東京都渋谷区道玄坂2-24-1,,総座席数 2150席,https://www.bunkamura.co.jp/orchard/,https://www.bunkamura.co.jp/orchard/,東京都,渋谷区,,true,true
Bunkamura 〔Bunkamuraシアターコクーン〕,bunkamura-bunkamuraシアターコクーン,渋谷区,東京都渋谷区道玄坂2-24-1,,総座席数 747席,http://www.bunkamura.co.jp/cocoon/,http://www.bunkamura.co.jp/cocoon/,東京都,渋谷区,,true,true
CBGK シブゲキ!!,cbgk-シブゲキ,渋谷区,東京都渋谷区道玄坂 2-29-5 ザ・プライム 6F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
CHABOHIBA HALL,chabohiba-hall,立川市,東京都立川市幸町4-17-1,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,立川市,,true,true
CITYHALL＆GALLERY GOTANDA,cityhall-gallery-gotanda,品川区,東京都品川区西五反田8-4-13JPビル,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,品川区,,true,true
CLUB CRAWL,club-crawl,渋谷区,東京都渋谷区東1-25-2 マルハシビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
Club SIENCE,club-sience,新宿区,東京都新宿区歌舞伎町2-25-6 永和第6ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,新宿区,,true,true
DDD AOYAMA CROSS THEATER,ddd-aoyama-cross-theater,渋谷区,東京都渋谷区渋谷1-3-3 ヒューリック青山第２ビル B1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
EBiS 303〔イベントホール〕,ebis-303-イベントホール,渋谷区,東京都渋谷区恵比寿1-20-8,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
FOSTERホール(昭島市民会館)〔大ホール〕,fosterホール-昭島市民会館-大ホール,昭島市,東京都昭島市つつじが丘3-7-7,,総座席数 1139席,http://www.city.akishima.lg.jp,http://www.city.akishima.lg.jp,東京都,昭島市,,true,true
GINZ,ginz,調布市,東京都調布市小島町 2-25-8 フジヨシ小島ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,調布市,,true,true
GINZA Lounge ZERO,ginza-lounge-zero,中央区,東京都中央区銀座7-5-4 毛利ビル7F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中央区,,true,true
GOKIGENYA-Garage （ゴキゲンヤ・ガレージ）,gokigenya-garage-ゴキゲンヤ-ガレージ,世田谷区,東京都世田谷区船橋6-8-4‐Ｂ1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,世田谷区,,true,true
Ginza SOLA,ginza-sola,中央区,東京都中央区銀座2-2-18 TH銀座ビル10F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,中央区,,true,true
Goodstock Tokyo,goodstock-tokyo,大田区,東京都大田区北千束3-20-8 スターバレーⅡB1F,,総座席数 60席／なし,http://goodstock-tokyo.com/index.html,http://goodstock-tokyo.com/index.html,東京都,大田区,,true,true
Gyoen ROSSO 198,gyoen-rosso-198,新宿区,東京都新宿区新宿1-19-8 サンモール第7ビルB1F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,新宿区,,true,true
HAKUJU HALL,hakuju-hall,渋谷区,東京都渋谷区富ヶ谷1-37-5 (株)白寿生科学研究所本社ビル 7F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
HILLSIDE TERRACE HILLSIDE PLAZA,hillside-terrace-hillside-plaza,渋谷区,東京都渋谷区猿楽町29-18,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
HMV&BOOKS TOKYO・7Fイベントスペース,hmv-books-tokyo-7fイベントスペース,渋谷区,東京都渋谷区神南1-21-3 渋谷MODI 7F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,渋谷区,,true,true
HY TOWN HALL,hy-town-hall,大田区,東京都大田区平和島1-1-1 BIGFUN平和島3F,,,,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271,東京都,大田区,,true,true
Half Moon Hall,half-moon-hall,世田谷区,東京都世田谷区北沢4-10-4,,,http://www.halfmoonhall.com/,http://www.halfmoonhall.com/,東京都,世田谷区,,true,true
Heart Beat,heart-beat,立川市,東京都立川市錦町2-1-35 B1F,,なし,http://live-heartbeat.net/,http://live-heartbeat.net/,東京都,立川市,,true,true
